Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
179,10044,10044,0.00008,0.06161,2014,2013,10044,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.943478,40.768322,0.0 -73.945207,40.765737,0.0 -73.95311,40.756621,0.0 -73.957342,40.75281,0.0 -73.959689,40.751369,0.0 -73.960517,40.751632,0.0 -73.95991,40.753377,0.0 -73.942805,40.772818,0.0 -73.941534,40.773545,0.0 -73.940435,40.773545,0.0 -73.940057,40.77235,0.0 -73.940478,40.770622,0.0 -73.943478,40.768322,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
188,10069,10069,0.00002,0.01996,2007,2006,10069,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.988529,40.779669,0.0 -73.987448,40.779238,0.0 -73.987379,40.775928,0.0 -73.990193,40.772181,0.0 -73.993024,40.773395,0.0 -73.988529,40.779669,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4,10103,10103,0,0.00843,2038,2037,10103,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.976437,40.759952,0.0 -73.979679,40.761247,0.0 -73.979199,40.761871,0.0 -73.976044,40.760577,0.0 -73.976437,40.759952,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
3,10111,10111,0,0.00413,2044,2043,10111,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.976939,40.759328,0.0 -73.977375,40.758671,0.0 -73.978585,40.759185,0.0 -73.978149,40.759777,0.0 -73.976939,40.759328,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,10112,10112,0,0.0054,2041,2040,10112,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.981032,40.759407,0.0 -73.980595,40.760031,0.0 -73.978585,40.759185,0.0 -73.981032,40.759407,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4,10115,10115,0,0.00354,1971,1970,10115,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.964438,40.81082,0.0 -73.964023,40.811411,0.0 -73.963072,40.811013,0.0 -73.963509,40.810389,0.0 -73.964438,40.81082,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
6,10119,10119,0,0.00903,2066,2065,10119,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.994044,40.751722,0.0 -73.991257,40.750528,0.0 -73.992129,40.749344,0.0 -73.994917,40.750472,0.0 -73.994044,40.751722,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
3651,10128,10128,0.00013,0.06197,1995,1994,10128,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.943591,40.782784,0.0 -73.943708,40.781509,0.0 -73.942217,40.777864,0.0 -73.944162,40.773041,0.0 -73.945882,40.773869,0.0 -73.944485,40.775775,0.0 -73.951271,40.778564,0.0 -73.951795,40.777973,0.0 -73.955642,40.779517,0.0 -73.957306,40.78028,0.0 -73.956848,40.780888,0.0 -73.96009,40.782233,0.0 -73.961187,40.781283,0.0 -73.962847,40.781319,0.0 -73.961395,40.781413,0.0 -73.957074,40.786851,0.0 -73.95714,40.788645,0.0 -73.952568,40.786638,0.0 -73.952153,40.78723,0.0 -73.944264,40.783926,0.0 -73.943591,40.782784,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,10152,10152,0,0.00485,2046,2045,10152,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.973239,40.758641,0.0 -73.972802,40.759233,0.0 -73.971246,40.758569,0.0 -73.971639,40.757994,0.0 -73.973239,40.758641,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,10153,10153,0,0.00504,2032,2031,10153,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.973709,40.763748,0.0 -73.973251,40.764389,0.0 -73.971652,40.763758,0.0 -73.972132,40.763085,0.0 -73.973709,40.763748,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,10154,10154,0,0.00505,2049,2048,10154,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.973239,40.758641,0.0 -73.971639,40.757994,0.0 -73.972119,40.757337,0.0 -73.973697,40.757968,0.0 -73.973239,40.758641,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
158,10162,10162,0,0.00816,2023,2022,10162,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.948636,40.769778,0.0 -73.949509,40.768545,0.0 -73.952081,40.769608,0.0 -73.951665,40.770282,0.0 -73.948636,40.769778,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
21,10165,10165,0,0.00524,2063,2062,10165,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.978555,40.752647,0.0 -73.977842,40.752315,0.0 -73.978257,40.751691,0.0 -73.980008,40.752371,0.0 -73.979484,40.753012,0.0 -73.978555,40.752647,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,10167,10167,0,0.0047,2056,2055,10167,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.976031,40.754895,0.0 -73.975508,40.755519,0.0 -73.973909,40.754839,0.0 -73.97575,40.754779,0.0 -73.976031,40.754895,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
9,10169,10169,0,0.00314,2058,2057,10169,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.976657,40.755194,0.0 -73.976031,40.754895,0.0 -73.97575,40.754779,0.0 -73.975971,40.754022,0.0 -73.976657,40.755194,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
10,10170,10170,0,0.00713,2060,2059,10170,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.975971,40.754022,0.0 -73.974825,40.753574,0.0 -73.976221,40.751701,0.0 -73.977367,40.752165,0.0 -73.975971,40.754022,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
3,10172,10172,0,0.00507,2053,2052,10172,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.975508,40.755519,0.0 -73.97505,40.75616,0.0 -73.973429,40.755447,0.0 -73.973909,40.754839,0.0 -73.975508,40.755519,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
3,10173,10173,0,0.00497,2059,2058,10173,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.980582,40.7543,0.0 -73.980102,40.754941,0.0 -73.978546,40.754294,0.0 -73.978983,40.753669,0.0 -73.980582,40.7543,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
3,10177,10177,0,0.0027,2055,2054,10177,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.976657,40.755194,0.0 -73.975508,40.755519,0.0 -73.976031,40.754895,0.0 -73.976657,40.755194,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,10279,10279,0,0.00487,2386,2385,10279,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.00915,40.713705,0.0 -74.007551,40.712976,0.0 -74.008074,40.712418,0.0 -74.009563,40.713163,0.0 -74.00915,40.713705,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
197,10280,10280,0.00004,0.03807,2383,2382,10280,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.013477,40.71408,0.0 -74.014139,40.711298,0.0 -74.01644,40.705277,0.0 -74.015639,40.702117,0.0 -74.016906,40.701994,0.0 -74.017924,40.703933,0.0 -74.019315,40.706583,0.0 -74.019359,40.708828,0.0 -74.018321,40.712757,0.0 -74.01414,40.712676,0.0 -74.013818,40.714158,0.0 -74.016393,40.71362,0.0 -74.016025,40.715206,0.0 -74.013477,40.71408,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
116,10282,10282,0.00001,0.01697,2380,2379,10282,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.012594,40.717618,0.0 -74.016025,40.715206,0.0 -74.016393,40.71362,0.0 -74.01598,40.719523,0.0 -74.012777,40.719632,0.0 -74.012594,40.717618,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
405,10301,10301,0.00105,0.20049,2163,2162,10301,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.06793,40.626609,0.0 -74.074331,40.626633,0.0 -74.075116,40.630455,0.0 -74.079569,40.636097,0.0 -74.084523,40.635252,0.0 -74.087302,40.632112,0.0 -74.088589,40.628722,0.0 -74.088838,40.625709,0.0 -74.08832,40.619482,0.0 -74.088795,40.613719,0.0 -74.089796,40.611943,0.0 -74.093105,40.611225,0.0 -74.094896,40.612019,0.0 -74.096445,40.61385,0.0 -74.097568,40.614198,0.0 -74.099627,40.612473,0.0 -74.097764,40.609191,0.0 -74.096199,40.609298,0.0 -74.09738,40.606112,0.0 -74.103009,40.602977,0.0 -74.105773,40.603674,0.0 -74.106663,40.605915,0.0 -74.103989,40.607179,0.0 -74.103741,40.609995,0.0 -74.105618,40.611085,0.0 -74.113177,40.612632,0.0 -74.118023,40.617746,0.0 -74.119826,40.621554,0.0 -74.118523,40.623643,0.0 -74.117093,40.624497,0.0 -74.110167,40.620696,0.0 -74.105666,40.622285,0.0 -74.103737,40.623862,0.0 -74.105603,40.63457,0.0 -74.105246,40.64427,0.0 -74.104868,40.64511,0.0 -74.102458,40.645568,0.0 -74.086485,40.648601,0.0 -74.08588,40.648572,0.0 -74.075884,40.648101,0.0 -74.0697,40.641216,0.0 -74.068828,40.634019,0.0 -74.06793,40.626609,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
45,10302,10302,0.00034,0.07765,2173,2172,10302,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.132206,40.623272,0.0 -74.132016,40.621559,0.0 -74.13675,40.621386,0.0 -74.141843,40.61652,0.0 -74.147159,40.616973,0.0 -74.148123,40.620203,0.0 -74.147858,40.62203,0.0 -74.146229,40.624926,0.0 -74.145661,40.627215,0.0 -74.145732,40.6326,0.0 -74.143307,40.639863,0.0 -74.143232,40.639871,0.0 -74.12928,40.641282,0.0 -74.127625,40.641449,0.0 -74.127286,40.638201,0.0 -74.129286,40.63086,0.0 -74.130371,40.629495,0.0 -74.132206,40.623272,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
83,10303,10303,0.0012,0.15598,2408,2407,10303,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.143307,40.639863,0.0 -74.145732,40.6326,0.0 -74.145661,40.627215,0.0 -74.146229,40.624926,0.0 -74.147858,40.62203,0.0 -74.150084,40.622314,0.0 -74.154393,40.619076,0.0 -74.15679,40.620035,0.0 -74.16487,40.621348,0.0 -74.172955,40.6208,0.0 -74.175141,40.619666,0.0 -74.178262,40.615751,0.0 -74.179062,40.615752,0.0 -74.181456,40.617764,0.0 -74.186185,40.619714,0.0 -74.189043,40.61723,0.0 -74.192794,40.616476,0.0 -74.194534,40.616776,0.0 -74.196096,40.616169,0.0 -74.200994,40.616906,0.0 -74.201812,40.619507,0.0 -74.20058,40.631448,0.0 -74.197631,40.634263,0.0 -74.194891,40.636879,0.0 -74.190711,40.64087,0.0 -74.1894,40.642121,0.0 -74.188265,40.64254,0.0 -74.180191,40.645521,0.0 -74.174085,40.645109,0.0 -74.170187,40.642201,0.0 -74.152973,40.638886,0.0 -74.143307,40.639863,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
263,10304,10304,0.00102,0.18991,2183,2182,10304,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.074331,40.626633,0.0 -74.074247,40.625941,0.0 -74.070187,40.620916,0.0 -74.077584,40.612102,0.0 -74.088814,40.594313,0.0 -74.098425,40.58708,0.0 -74.101784,40.588663,0.0 -74.108933,40.582616,0.0 -74.11746,40.577543,0.0 -74.118149,40.578154,0.0 -74.119149,40.581508,0.0 -74.123285,40.585002,0.0 -74.115932,40.595838,0.0 -74.114072,40.59646,0.0 -74.112842,40.595948,0.0 -74.110894,40.596998,0.0 -74.111172,40.598069,0.0 -74.11298,40.599966,0.0 -74.114875,40.601996,0.0 -74.112322,40.602995,0.0 -74.11083,40.60347,0.0 -74.106743,40.60422,0.0 -74.105773,40.603674,0.0 -74.103009,40.602977,0.0 -74.09738,40.606112,0.0 -74.096199,40.609298,0.0 -74.097764,40.609191,0.0 -74.099627,40.612473,0.0 -74.097568,40.614198,0.0 -74.096445,40.61385,0.0 -74.094896,40.612019,0.0 -74.093105,40.611225,0.0 -74.089796,40.611943,0.0 -74.088795,40.613719,0.0 -74.08832,40.619482,0.0 -74.088838,40.625709,0.0 -74.088589,40.628722,0.0 -74.087302,40.632112,0.0 -74.084523,40.635252,0.0 -74.079569,40.636097,0.0 -74.075116,40.630455,0.0 -74.074331,40.626633,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
268,10305,10305,0.00114,0.17605,2202,2201,10305,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.06793,40.626609,0.0 -74.067598,40.623865,0.0 -74.062768,40.615963,0.0 -74.060345,40.611999,0.0 -74.053125,40.603678,0.0 -74.059184,40.593502,0.0 -74.068184,40.584102,0.0 -74.086562,40.569767,0.0 -74.090362,40.566802,0.0 -74.090643,40.566583,0.0 -74.092979,40.567713,0.0 -74.090311,40.570886,0.0 -74.085526,40.574169,0.0 -74.086513,40.576049,0.0 -74.094917,40.581699,0.0 -74.096426,40.582624,0.0 -74.09753,40.581754,0.0 -74.101539,40.584348,0.0 -74.098425,40.58708,0.0 -74.088814,40.594313,0.0 -74.077584,40.612102,0.0 -74.070187,40.620916,0.0 -74.074247,40.625941,0.0 -74.074331,40.626633,0.0 -74.06793,40.626609,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
516,10306,10306,0.00221,0.33455,2247,2246,10306,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.114875,40.601996,0.0 -74.11298,40.599966,0.0 -74.111172,40.598069,0.0 -74.110894,40.596998,0.0 -74.112842,40.595948,0.0 -74.114072,40.59646,0.0 -74.115932,40.595838,0.0 -74.123285,40.585002,0.0 -74.119149,40.581508,0.0 -74.118149,40.578154,0.0 -74.11746,40.577543,0.0 -74.108933,40.582616,0.0 -74.101784,40.588663,0.0 -74.098425,40.58708,0.0 -74.101539,40.584348,0.0 -74.09753,40.581754,0.0 -74.096426,40.582624,0.0 -74.094917,40.581699,0.0 -74.086513,40.576049,0.0 -74.085526,40.574169,0.0 -74.090311,40.570886,0.0 -74.092979,40.567713,0.0 -74.090643,40.566583,0.0 -74.090797,40.566463,0.0 -74.090799,40.566461,0.0 -74.103533,40.554416,0.0 -74.111471,40.546908,0.0 -74.112585,40.547603,0.0 -74.121672,40.542691,0.0 -74.127803,40.537723,0.0 -74.137241,40.530076,0.0 -74.140229,40.533737,0.0 -74.139582,40.535304,0.0 -74.134182,40.535596,0.0 -74.128271,40.540687,0.0 -74.127568,40.542586,0.0 -74.129365,40.54509,0.0 -74.131963,40.546395,0.0 -74.135263,40.546399,0.0 -74.138452,40.548644,0.0 -74.134407,40.551387,0.0 -74.136539,40.553005,0.0 -74.141481,40.554133,0.0 -74.145566,40.552658,0.0 -74.147134,40.555559,0.0 -74.144233,40.558387,0.0 -74.144144,40.559128,0.0 -74.145756,40.561897,0.0 -74.152177,40.567342,0.0 -74.154838,40.565337,0.0 -74.157394,40.562492,0.0 -74.164721,40.560197,0.0 -74.165647,40.560776,0.0 -74.164186,40.565502,0.0 -74.162486,40.566802,0.0 -74.151628,40.570789,0.0 -74.147934,40.57086,0.0 -74.145532,40.57247,0.0 -74.145507,40.573706,0.0 -74.150976,40.57994,0.0 -74.152228,40.580584,0.0 -74.149433,40.583429,0.0 -74.145833,40.588512,0.0 -74.13853,40.58906,0.0 -74.133397,40.585938,0.0 -74.133381,40.584242,0.0 -74.130318,40.582722,0.0 -74.128821,40.584893,0.0 -74.129097,40.586343,0.0 -74.126375,40.593486,0.0 -74.122857,40.599211,0.0 -74.120562,40.60082,0.0 -74.114875,40.601996,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90,10307,10307,0.00046,0.08323,2259,2258,10307,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.228088,40.501798,0.0 -74.23324,40.501299,0.0 -74.246688,40.496103,0.0 -74.250188,40.496703,0.0 -74.254588,40.502303,0.0 -74.256088,40.507903,0.0 -74.252702,40.513895,0.0 -74.252336,40.514156,0.0 -74.250935,40.515157,0.0 -74.243421,40.520522,0.0 -74.239645,40.518531,0.0 -74.234583,40.518708,0.0 -74.231299,40.514802,0.0 -74.229106,40.509728,0.0 -74.230359,40.508774,0.0 -74.228088,40.501798,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
343,10308,10308,0.00052,0.1073,2256,2255,10308,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.135263,40.546399,0.0 -74.139885,40.544603,0.0 -74.141889,40.542665,0.0 -74.141396,40.537601,0.0 -74.144275,40.535511,0.0 -74.149795,40.53776,0.0 -74.150509,40.537151,0.0 -74.151759,40.537812,0.0 -74.16186,40.547034,0.0 -74.164041,40.555436,0.0 -74.164721,40.560197,0.0 -74.157394,40.562492,0.0 -74.154838,40.565337,0.0 -74.152177,40.567342,0.0 -74.145756,40.561897,0.0 -74.144144,40.559128,0.0 -74.144233,40.558387,0.0 -74.147134,40.555559,0.0 -74.145566,40.552658,0.0 -74.141481,40.554133,0.0 -74.136539,40.553005,0.0 -74.134407,40.551387,0.0 -74.138452,40.548644,0.0 -74.135263,40.546399,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
345,10309,10309,0.0019,0.19419,2257,2256,10309,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.204869,40.557498,0.0 -74.212971,40.555283,0.0 -74.212283,40.553471,0.0 -74.202156,40.542623,0.0 -74.198696,40.534763,0.0 -74.197111,40.528536,0.0 -74.19778,40.524099,0.0 -74.193464,40.517464,0.0 -74.193657,40.51487,0.0 -74.199397,40.511993,0.0 -74.199923,40.511729,0.0 -74.210474,40.509448,0.0 -74.219437,40.50286,0.0 -74.219787,40.502603,0.0 -74.220619,40.502522,0.0 -74.227261,40.501879,0.0 -74.228088,40.501798,0.0 -74.230359,40.508774,0.0 -74.229106,40.509728,0.0 -74.231299,40.514802,0.0 -74.234583,40.518708,0.0 -74.239645,40.518531,0.0 -74.243421,40.520522,0.0 -74.242888,40.520903,0.0 -74.242881,40.520966,0.0 -74.241732,40.531273,0.0 -74.247808,40.543396,0.0 -74.242742,40.546533,0.0 -74.229002,40.555041,0.0 -74.222912,40.555016,0.0 -74.217144,40.554992,0.0 -74.216997,40.554991,0.0 -74.216798,40.555184,0.0 -74.214632,40.557279,0.0 -74.207042,40.558774,0.0 -74.205833,40.558481,0.0 -74.204869,40.557498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
139,10310,10310,0.00049,0.09643,2169,2168,10310,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.132206,40.623272,0.0 -74.130371,40.629495,0.0 -74.129286,40.63086,0.0 -74.127286,40.638201,0.0 -74.127625,40.641449,0.0 -74.121389,40.642079,0.0 -74.120186,40.642201,0.0 -74.104868,40.64511,0.0 -74.105246,40.64427,0.0 -74.105603,40.63457,0.0 -74.103737,40.623862,0.0 -74.105666,40.622285,0.0 -74.110167,40.620696,0.0 -74.117093,40.624497,0.0 -74.118523,40.623643,0.0 -74.119826,40.621554,0.0 -74.122109,40.623996,0.0 -74.132206,40.623272,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
869,10312,10312,0.00224,0.29206,2253,2252,10312,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.152228,40.580584,0.0 -74.150976,40.57994,0.0 -74.145507,40.573706,0.0 -74.145532,40.57247,0.0 -74.147934,40.57086,0.0 -74.151628,40.570789,0.0 -74.162486,40.566802,0.0 -74.164186,40.565502,0.0 -74.165647,40.560776,0.0 -74.164721,40.560197,0.0 -74.164041,40.555436,0.0 -74.16186,40.547034,0.0 -74.151759,40.537812,0.0 -74.150509,40.537151,0.0 -74.149795,40.53776,0.0 -74.144275,40.535511,0.0 -74.144786,40.535104,0.0 -74.148697,40.534489,0.0 -74.160859,40.52679,0.0 -74.177986,40.519603,0.0 -74.17956,40.519992,0.0 -74.182157,40.520634,0.0 -74.193657,40.51487,0.0 -74.193464,40.517464,0.0 -74.19778,40.524099,0.0 -74.197111,40.528536,0.0 -74.198696,40.534763,0.0 -74.202156,40.542623,0.0 -74.212283,40.553471,0.0 -74.212971,40.555283,0.0 -74.204869,40.557498,0.0 -74.200179,40.559947,0.0 -74.194208,40.565029,0.0 -74.192931,40.566757,0.0 -74.196991,40.577269,0.0 -74.191487,40.576102,0.0 -74.18876,40.577454,0.0 -74.186592,40.577076,0.0 -74.183696,40.573351,0.0 -74.178775,40.571328,0.0 -74.175802,40.566769,0.0 -74.174588,40.565797,0.0 -74.165847,40.566947,0.0 -74.157247,40.569562,0.0 -74.157773,40.570057,0.0 -74.161644,40.569733,0.0 -74.165272,40.568693,0.0 -74.166384,40.567503,0.0 -74.169367,40.566719,0.0 -74.169554,40.570662,0.0 -74.167196,40.572776,0.0 -74.163865,40.57408,0.0 -74.152228,40.580584,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1933,10314,10314,0.00005,0.02629,2254,2253,10314,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.207619,40.574503,0.0 -74.207153,40.57644,0.0 -74.206387,40.578802,0.0 -74.202693,40.579879,0.0 -74.198929,40.578236,0.0 -74.200309,40.573242,0.0 -74.207687,40.573202,0.0 -74.207619,40.574503,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
103,10451,10451,0.00029,0.08417,1950,1949,10451,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.933068,40.82892,0.0 -73.931313,40.829482,0.0 -73.928306,40.829179,0.0 -73.923906,40.827379,0.0 -73.920006,40.830979,0.0 -73.919306,40.830779,0.0 -73.919006,40.829779,0.0 -73.920006,40.828179,0.0 -73.915106,40.826579,0.0 -73.911706,40.826379,0.0 -73.908105,40.825379,0.0 -73.911406,40.820679,0.0 -73.913506,40.821279,0.0 -73.917406,40.821379,0.0 -73.919106,40.817379,0.0 -73.921106,40.814379,0.0 -73.931706,40.807979,0.0 -73.932506,40.811579,0.0 -73.932406,40.814179,0.0 -73.932206,40.814579,0.0 -73.932106,40.819479,0.0 -73.933068,40.82892,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
45,10452,10452,0.00027,0.06682,1936,1935,10452,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.911105,40.845179,0.0 -73.913106,40.839879,0.0 -73.913606,40.838779,0.0 -73.918806,40.833279,0.0 -73.920006,40.830979,0.0 -73.923906,40.827379,0.0 -73.928306,40.829179,0.0 -73.931313,40.829482,0.0 -73.933068,40.82892,0.0 -73.933406,40.833179,0.0 -73.933006,40.835679,0.0 -73.929695,40.842195,0.0 -73.928211,40.845405,0.0 -73.928106,40.845579,0.0 -73.911105,40.845179,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
58,10453,10453,0.00025,0.07366,1922,1921,10453,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.899705,40.857579,0.0 -73.905505,40.849579,0.0 -73.909205,40.846579,0.0 -73.910505,40.847179,0.0 -73.911505,40.845979,0.0 -73.911105,40.845179,0.0 -73.928106,40.845579,0.0 -73.927206,40.846679,0.0 -73.923641,40.85092,0.0 -73.921906,40.853479,0.0 -73.921215,40.854693,0.0 -73.920006,40.856679,0.0 -73.920106,40.855379,0.0 -73.918606,40.854879,0.0 -73.917529,40.856585,0.0 -73.915206,40.858679,0.0 -73.910705,40.860578,0.0 -73.908305,40.860278,0.0 -73.899705,40.857579,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
25,10454,10454,0.00029,0.07333,1966,1965,10454,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.921106,40.814379,0.0 -73.910306,40.809779,0.0 -73.905105,40.808679,0.0 -73.902783,40.808928,0.0 -73.902031,40.804953,0.0 -73.903305,40.804779,0.0 -73.907806,40.79938,0.0 -73.909706,40.79798,0.0 -73.911506,40.79678,0.0 -73.913806,40.79688,0.0 -73.918606,40.79908,0.0 -73.922306,40.802179,0.0 -73.927206,40.802179,0.0 -73.928206,40.803879,0.0 -73.931706,40.807979,0.0 -73.921106,40.814379,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
27,10455,10455,0.0002,0.06368,1961,1960,10455,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.902905,40.820079,0.0 -73.895305,40.815779,0.0 -73.902783,40.808928,0.0 -73.905105,40.808679,0.0 -73.910306,40.809779,0.0 -73.921106,40.814379,0.0 -73.919106,40.817379,0.0 -73.917406,40.821379,0.0 -73.913506,40.821279,0.0 -73.911406,40.820679,0.0 -73.912006,40.819779,0.0 -73.904905,40.818079,0.0 -73.903505,40.818779,0.0 -73.902905,40.820079,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
